movie_id,actor_id,characters
tt12444576,nm12116582,Nina
tt12444636,nm11707374,Ibrahim Bougaoui
tt12444636,nm0346363,Ahmed Bougaoui
tt12444636,nm3274096,Achille
tt12444636,nm4714676,Louisa
tt12444642,nm1581208,Nour Hamadi
tt12444642,nm0098793,Slimane Hamadi
tt12444642,nm2072818,Emma
tt12444642,nm0332709,Stéphane Perez
tt12444960,nm0184392,State Trooper
tt12444960,nm4045445,Liberty Rocket
tt12444960,nm1443630,Girl in Car
tt12444960,nm0125272,CIA Chairman Townsend
tt12445010,nm11634169,Tester
tt12445010,nm8612909,Simone Sereni
tt12445010,nm7332336,Giulia
tt12445010,nm8275992,Attore
tt12445582,nm11634594,Themself
tt12445582,nm11634599,Themself
tt12445582,nm11634596,Themself
tt12445582,nm11634585,Themself
tt12445582,nm11634600,Themself
tt12445582,nm11634588,Themself
tt12445582,nm11634590,Themself
tt12445792,nm0008765,Nicole
tt12445792,nm1197250,Kris
tt12445792,nm0240147,Mary
tt12445792,nm2600193,Tony
tt12446112,nm6501907,Speaker
tt12446112,nm9021077,Speaker
tt12446134,nm0128509,Toy Instrumentalist
tt12446134,nm11634997,Toy Instrumentalist
tt12446134,nm11635002,Toy Instrumentalist
tt12446134,nm11634998,Toy Instrumentalist
tt12446406,nm11635186,Fay
tt12446406,nm7963921,Manning
tt12446406,nm9227073,Miriam
tt12446406,nm11635185,Foster
tt12446406,nm8161867,Christian
tt12446718,nm3275133,Carmen Diaz
tt12446718,nm2608470,Nick Piazza
tt12446718,nm3210298,Iris Kelly
tt12446718,nm0969871,Miss Sherman
tt12446718,nm11635392,Serena Katz
tt12446718,nm0111783,Joe Vegas
tt12446718,nm10315599,Tyrone Jackson
tt12448220,nm0770832,Narrator
tt12450394,nm3786066,Beggar woman
tt12450394,nm11636367,Medlum
tt12450394,nm10748139,Poet's Ka
tt12450394,nm2334739,Poet
tt12451252,nm6849615,Colin Barth
tt12451252,nm8296782,Cybill Parfitt-Helmsley
tt12451252,nm11636643,Wyatt Barth
tt12451252,nm11636876,Cheff
tt12452016,nm2334980,Silja
tt12452016,nm9581354,Beta
tt12452016,nm5352411,Húgó
tt12452016,nm4951457,Brynja
tt12452016,nm5582042,Aþena
tt12452016,nm7225717,Kalman
tt12452016,nm0375079,Ríkharður
tt12452380,nm11928144,Parisa
tt12452380,nm11928139,Soona
tt12452380,nm11928140,Mohammad
tt12452380,nm11928138,Hamed
tt12452380,nm11928143,Parham
tt12452380,nm11928142,Sahar
tt12452380,nm11593384,Sarina
tt12452380,nm11928141,Adib
tt12452544,nm5443104,Nikhil
tt12452544,nm9270644,Anwar
tt12452544,nm11637560,Pyare
tt12452630,nm7991519,Kacee Rhona
tt12452630,nm9481215,Vince Malone
tt12452630,nm1697769,Paul Wyland
tt12452630,nm10859762,Montague
tt12452636,nm3932998,Fatem
tt12452636,nm6792254,Chef de police
tt12452636,nm3256387,Avocat
tt12452752,nm6296227,Liz
tt12452752,nm11354983,Jackson
tt12452752,nm4992702,Daisy
tt12452752,nm4223283,Brett
tt12452858,nm5139717,Self
tt12452858,nm6844763,Self
tt12454740,nm12277347,Chica Museo
tt12455578,nm11638877,Pipo
tt12455578,nm10432332,Noe
tt12455578,nm11638878,William
tt12455646,nm3729006,Jeffrey Stevens
tt12455646,nm0641168,Tom Stevens
tt12455646,nm0771269,Steve
tt12455646,nm11638905,Officer
tt12455646,nm11638906,Jessica Stevens
tt12457902,nm11639676,Karen
tt12457902,nm11639678,Genie
tt12457902,nm11660865,Wanda
tt12458076,nm0315435,Actor
tt12458076,nm11639716,Narrator
tt12458076,nm0226179,Co-actor
tt12458076,nm4829519,New artistic director
tt12458482,nm11640122,Louis|Herculano (Old Man)
tt12458482,nm11640120,Womam Mistery
tt12458482,nm11640118,Louis|Herculano
tt12458482,nm11640124,Mother
tt12459086,nm2617914,Boris Zaytsev|Autor
tt12459348,nm7960909,Alina
tt12459348,nm5630903,Alexey Blinov
tt12459348,nm5631074,Olga
tt12459348,nm5630913,Fyodor Sofronov
tt12459378,nm7377066,Valera
tt12459378,nm11640772,Irina
tt12459378,nm11347237,Sasha
tt12459378,nm9797020,Valery Dudkin
tt12459520,nm0213912,Noël Claus
tt12459520,nm6978559,Jules Claus
tt12459520,nm1476196,Suzanne|Mama
tt12459520,nm0816030,Oma
tt13284350,nm6567078,Kyle
tt13284856,nm7279709,Narrator
tt13285446,nm11616458,Mael
tt13285446,nm11983384,Siti
tt13285446,nm11983385,Yaya
tt13285446,nm11616459,Asif
tt13285844,nm0408317,Abang Chot
tt13285844,nm8109867,Butak
tt13285844,nm9400792,Haji Salleh
tt13285844,nm0848862,Hajah Limah
tt13285844,nm4152726,Penghulu
tt13285844,nm1937873,Pak Lang
tt13285844,nm11199132,Sheikh Haji
tt13285844,nm4037207,Panjang
tt13286746,nm4858403,Aizou
tt13286746,nm2146022,Yuujirou
tt13286974,nm11984286,Manu
tt13286974,nm3580372,Nathalie
tt13286974,nm0168783,"Edith, la mère"
tt13286974,nm2950607,Baptiste
tt13286984,nm1337105,Lucia
tt13286984,nm8183728,Gregoria
tt13286984,nm0578572,Ezequiel
tt13286984,nm3553364,Vladimir
tt13287064,nm8104328,Kiera
tt13287064,nm8105054,Giovanni
tt13287064,nm6645317,Serial Killer
tt13287064,nm1368238,Captive Woman
tt13287796,nm1566368,Nana|Psicóloga
tt13287796,nm2254024,Abogado 2
tt13287796,nm0211920,Madre
tt13287796,nm1270781,Padre
tt13287800,nm11858296,Luka
tt13287800,nm9250942,Ace Williams
tt13287800,nm11224136,Keziah Levi
tt13287800,nm11984543,Camilla 'Cammy' Washington
tt13287840,nm11236695,Singer
tt13287840,nm4497705,Mister Memory
tt13287840,nm11681065,Musical Technician
tt13287840,nm11765282,Studio Musician
tt13288300,nm11984903,Bolce Nekesa
tt13288300,nm11991563,Bash
tt13288300,nm7518044,Nsamba's friend
tt13288300,nm12083853,Kidnapee
tt13288300,nm10835339,Kateete
tt13288300,nm12022960,Thug
tt13288300,nm11984902,Brandon Williams
tt13288388,nm11991563,Benard
tt13288388,nm12122548,Billy
tt13288388,nm11984933,Anita
tt13288388,nm12122549,Kidnapee
tt13288388,nm12201218,Patrick
tt13289076,nm7113091,Kabunyan
tt13289082,nm11985383,Chester Zerum
tt13289082,nm11987498,Professor Pickles
tt13289082,nm12039499,Archangel Michael
tt13289964,nm3399027,Sal
tt13289964,nm1941140,Jimmy
tt13289964,nm3336065,Alma
tt13289964,nm10355189,Sophie
tt13290562,nm10511970,Betty
tt13290562,nm11985727,Granny Carnation
tt13290562,nm10511971,Charlie
tt13290562,nm11985734,The author
tt13291004,nm11985731,Mary Weldon
tt13291004,nm11985852,Undertaker
tt13291004,nm11985847,Harry
tt13291004,nm11985845,Mrs. Bellows
tt13291004,nm11985734,Simpson
tt13291004,nm11985846,Marta
tt13291004,nm11985728,Mr. Bellows
tt13291004,nm11985725,Odd Martin
tt13291004,nm11985842,Patrick Gilmore
tt13291650,nm11985984,Yemi
tt13291650,nm2792866,Titi
tt13291650,nm12627390,Becky
tt13291650,nm12847591,Madam
tt13291650,nm12847593,Big Aunt
tt13291848,nm2792866,Ashanti
tt13291848,nm12848443,Madam Teacup
tt13291848,nm12848446,Drug Buyer
tt13291848,nm11618784,Marshal
tt13291900,nm1191283,Sadi
tt13292206,nm0000333,Cher
tt13292206,nm0177639,Binky
tt13292206,nm2255360,Jim
tt13292206,nm6442629,Audrey
tt13292444,nm4877001,Eiichi Kiyota
tt13292444,nm6311645,Shiori-chan
tt13292444,nm3539262,Shinichi Yamasaki
tt13292444,nm3433932,Hiromi Yamauchi
tt13292444,nm2131541,Ryota Hori
tt13292444,nm3994142,Eisaku Kiyota
tt13292444,nm1822437,Tatsuya Isono
tt13292444,nm8823079,Toru Nakajima
tt13292444,nm2407035,Riku Asakawa
tt13292468,nm9372547,Jose
tt13292468,nm3233729,Rich
tt13292468,nm11986750,Kiki
tt13292468,nm3149548,Tasha
tt13292468,nm8316130,Destiny
tt13292468,nm11986762,O.G.
tt13292468,nm11986752,Detective
tt13292468,nm9342647,Anthony
tt13292800,nm6256463,Natalia
tt13292800,nm11986817,Dead Girl
tt13292800,nm11986816,Everritt
tt13292800,nm5676795,Stewart
tt13293184,nm1853053,Alice
tt13293184,nm6354401,James
tt13293184,nm3778234,Cousin Skeexo|Aunt Linda
tt13293184,nm2709653,Hank Gloomgardy
tt13293334,nm2267227,Vincent
tt13293334,nm2343543,David Alter
tt13293334,nm2133820,Noah Bleu
tt13293334,nm1533036,Colt
tt13293334,nm1628019,Sheila Waters
tt13293334,nm3141934,Regina
tt13293334,nm11987175,Vinny Delgato
tt13293334,nm1800462,Remmi
tt13293334,nm11987178,Mike
tt13293652,nm6055063,Lisa Davis
tt13293652,nm4107597,Keith Miller
tt13293678,nm6055063,Dr. Jennifer Marshall
tt13293678,nm9606694,Brian Foster
tt13294010,nm6517819,Ulbolsyn
tt13294010,nm12380875,Azhar
tt13294010,nm12380876,Urgen
tt13294010,nm2844723,Darik
tt13294066,nm9151300,David
tt13294066,nm10030578,Júlia
tt13294066,nm10659742,Ana
tt13294066,nm10428505,Alcalde (norte)
tt13296894,nm9864807,Photographer
tt13296894,nm8564732,Photographer
tt13296894,nm8564731,Jury Member
tt13296894,nm8592725,Jury Member
tt13296894,nm9864770,Jury Member
tt13297136,nm6886375,Solomon
tt13297136,nm12214277,Ekah
tt13297136,nm12214278,Lucas
tt13297136,nm1588599,Anang Joe
tt13297554,nm10033630,Tawn
tt13297554,nm6297767,Val
tt13297554,nm11269931,Inmate
tt13298472,nm10771385,"Guy in Mask (segment - ""The Pittsford Haunted House"")"
tt13298472,nm7507387,"Kev (segment - ""Date from Hell"")"
tt13298472,nm11989404,Alyssa
tt13298472,nm12005757,"Ghost (segment - ""The Pittsford Haunted House"")"
tt13298656,nm0000616,General Quinn
tt13298656,nm5351796,Alexandra Svoboda
tt13298656,nm1725464,Himari
tt13298656,nm1069180,Malachi
tt13298684,nm9922530,Hansen
tt13298684,nm4847488,Davies
tt13298684,nm9677463,Milton
tt13298684,nm8808289,Harold Nash
tt13298764,nm8248853,Homicide Detective Abraham Lewis
tt13298764,nm10257177,Detective Yesenia Miranda
tt13298764,nm5408299,Detective Quinton McDonald
tt13298764,nm7437950,Stephanie Pearson
tt13298770,nm11989704,Gabe
tt13298770,nm11158181,Calvin
tt13298770,nm10227655,Wes
tt13298770,nm7937544,Stevie
tt13298772,nm11846953,Grant Morgan
tt13298772,nm3653065,Druid
tt13298772,nm11989711,Janet
tt13298772,nm11299382,Jean Summers Ghost
tt13298892,nm7722696,Korean Tourist
tt13298892,nm12349239,Brazilian Tourist
tt13298892,nm12346434,American Tourist
tt13298892,nm2571710,Arrow
tt13298892,nm2275799,The Receptionist
tt13298892,nm12346435,English Tourist
tt13298892,nm11989874,Verb
tt13298892,nm11689536,Rome
tt13298952,nm11989927,Xiaomei Lu
tt13298952,nm11989928,Wang Lao
tt13298952,nm11989929,Xiaopao Lu
tt13298952,nm5868669,Amda
tt13299568,nm11990221,Valerio
tt13299568,nm11990222,Giammi
tt13299568,nm11990223,Mattè
tt13299568,nm11990224,Mattì
tt13299610,nm0151747,Hu Bayi
tt13299610,nm11693576,Shirley Yang
tt13299610,nm11990236,Wang Kaixuan
tt13299610,nm10421836,Young Master Hua
tt13299610,nm11405269,Rose
tt13299678,nm0019885,Serebrayakov
tt13299678,nm0035514,Astrov
tt13299678,nm0129492,Nana
tt13299678,nm7424185,Yelena
tt13299960,nm8161711,The narrator
tt13299972,nm11990564,Dilan
tt13299972,nm5943721,Figen
tt13299972,nm11990565,Yasar
tt13299972,nm11990563,Zel
tt13302082,nm11123566,Mrs. Hamakova
tt13302082,nm10682687,Victoria
tt13302082,nm11991013,Michael Green (Young)
tt13302082,nm2810106,Nana
tt13302082,nm11613444,Nicoll Green
tt13302082,nm8161509,Ryan Green
tt13302082,nm10425290,Michael Green (Old)
tt13302082,nm1462229,Police Officer Leroy
tt13302082,nm11128770,Dr. Miller
tt13302898,nm10153373,Production Manager
tt13302898,nm11326300,Lighting Technician
tt13302898,nm2717019,Editor
tt13303020,nm11993935,Crystal Lake Kid|Female Camp Counsel|Bree
tt13303020,nm11991291,Ash Williams|Freddy Krueger|Raoul
tt13303020,nm0387987,Jason Voorhees
tt13303020,nm11993930,Lori Campbell|Caroline|Brunette Girl
tt13303020,nm11993931,Will Rollins|Male Camp Counselor|Officer Bush Lip
tt13303020,nm11993932,S-Mart Register Girl|Old Woman Shopper|Selma
tt13303020,nm11993933,Davey|Chorus Director|Frat Guy
tt13303020,nm11993934,Tommy Jarvis
tt13303296,nm14237805,Youtuber
tt13303648,nm11991648,Louise dit Louloute
tt13303648,nm2662182,Isabelle
tt13303648,nm1931388,Jean-Jacques
tt13303648,nm1294652,Louise adulte
tt13304426,nm12007408,A Tree
tt13304426,nm11992206,Large Man
tt13304426,nm12007400,Sheryl Cheung
tt13304426,nm12007401,A Lake
tt13307474,nm0891892,Narrator
tt13308040,nm5799045,Chester
tt13308040,nm11993506,Koji
tt13308040,nm8963630,Mohini|Radha
tt13308040,nm11993507,Milo Matthieu
tt13308040,nm11993508,Jamari|Krishna
tt13308040,nm3772834,Tamara
tt13308040,nm2768861,Alexander
tt13308040,nm11993509,Marauder 1
tt13308398,nm11993753,Justin
tt13308398,nm3909882,Denea
tt13308398,nm11993749,Quentin
tt13308398,nm11993748,Tia
tt13308398,nm11993747,Capri
tt13308398,nm11993754,Jahi
tt13308398,nm9288135,Kalia
tt13309670,nm11994450,Georgie
tt13309670,nm11994451,Andrei
tt13309670,nm2304473,Bacui
tt13309670,nm11994453,Camy
tt13309790,nm4133349,Groom
tt13309790,nm7882641,Best Man
tt13309790,nm8187698,Maid of Honor
tt13309790,nm3187767,Bride
tt13310888,nm12081284,Dena Kenneson
tt13310888,nm8173571,Ashei Khan
tt13310888,nm12081280,Nitty
tt13310888,nm12081282,Madame Versace
tt13310888,nm12059243,Max Julian
tt13310888,nm12083560,Jesse James
tt13310888,nm12083558,Big Flip
tt13310888,nm10999574,Idol X
tt13310888,nm8302445,Dr. Bob
tt13310986,nm11813690,Priya
tt13310986,nm12083569,Akshaya
tt13310986,nm4778779,Pushy (Pushkar Shetye)
tt13311062,nm11781209,Geum Seon-ja
tt13311062,nm8691029,Ki Dal-hee
tt13311064,nm11740892,Kim Pil-nam
tt13311126,nm2246436,Kira
tt13311126,nm3331028,Sergei
tt13311126,nm1835909,Kira
tt13311126,nm5426973,Sergei
tt13314518,nm11996873,The burgler
tt13315322,nm11997505,Townsfolk
tt13315322,nm11997507,Townsfolk
tt13315374,nm0439292,Lamia
tt13315374,nm1339304,Nader
tt13315374,nm11998985,Adam
tt13315374,nm4415685,Jameela
tt13315672,nm2045606,Kenny
tt13315672,nm9631262,Paul
tt13315672,nm6113283,Evelyn
tt13315672,nm0938570,Lt. Dan Merlin
tt13316062,nm10537544,Franklin
tt13316062,nm9143478,Hannah
tt13316062,nm4723143,Rose
tt13316062,nm5705962,Alicia
tt13316062,nm0011747,David
tt13316334,nm8870113,Kevin
tt13316334,nm11349719,Tim Watts
tt13316334,nm10805105,Vivian Watts
tt13316334,nm11998345,Shannon Baldwin
tt13316334,nm10101026,Jennifer Jackson
tt13316334,nm7946401,Fiona
tt13317230,nm1380379,Nikos
tt13317230,nm0467983,Olga
tt13317230,nm0660363,Thanasis
tt13317230,nm3316749,Kostas
tt13317294,nm11999159,young Richard II
tt13317294,nm6887947,"Duke of Aumerle, Earl of Rutland"
tt13317294,nm0195625,Duchess of Gloucester
tt13317294,nm9405986,"Edmund, Duke of York"
tt13317294,nm0207767,Bishop of the coronation
tt13317294,nm11881732,Richard II
tt13317294,nm11999158,Duchess of York
tt13317322,nm3273851,Man in Black
tt13317322,nm2819045,Tracy
tt13317322,nm0228124,Jason
tt13317322,nm0443275,Sally
tt13318052,nm2834250,Maggie
tt13318052,nm0930570,Jack
tt13318052,nm4953889,Deb
tt13318052,nm0192056,Steve
tt13318486,nm0274222,Helena
tt13318486,nm4495741,Jesus
tt13318486,nm8294110,Ana
tt13318486,nm0617261,Padre Gabriel
tt13318624,nm14602748,Narrator (voice)
tt13318816,nm11999933,John the Baptist
tt13318816,nm11999932,Jesus
tt13318816,nm14280897,Thorn #1
tt13320164,nm0004883,Narrator
tt13320636,nm4793897,SeJoe
tt13320988,nm10381544,Self
tt13321282,nm0238776,JJ
tt13321282,nm3456865,Dennis
tt13321282,nm1727356,Walter
tt13321282,nm1594089,Gnasher
tt13321514,nm0029047,Lev Nikolayevich
tt13321514,nm7017067,Tadzhikskiy stroitel
tt13321514,nm13921565,Kleopatra
tt13321514,nm0096837,Rezhissyor
tt13322324,nm1382363,"Danny (segment ""Scorpio"")"
tt13322324,nm0209337,"Danilo (segment ""Scorpio"")"
tt13322324,nm7186716,"Natalia (segment ""Scorpio"")"
tt13322324,nm0135188,"Mang Mundo (segment ""Scorpio"")"
tt13322942,nm12639229,Avik
tt13322942,nm12515513,Samiul Hafiz
tt13322942,nm12486631,Aman Ullah
tt13323008,nm0498808,Maria Karttunen
tt13323008,nm0754396,Tommi Karhula
tt13323008,nm6044170,Kira Kallas
tt13323008,nm7898431,Karri Miettinen
tt13324734,nm8748947,Nona
tt13324734,nm5663569,Ogy
tt13324734,nm1233777,Father
tt13324734,nm2682461,Mother
tt13325240,nm12002876,Anbu
tt13325240,nm12002877,Madhi
tt13325240,nm11172520,Ravi
tt13326148,nm12003079,Javier Garcia Herrero
tt13326148,nm12003078,Emi Wilcox
tt13326460,nm1892627,Justine de Brest
tt13326460,nm5490770,Amanda von Hohenstüt
tt13326460,nm3528552,Susan
tt13326460,nm1500187,Edda
tt13326736,nm4642822,Phan Bat Binh
tt13326736,nm8710980,Manh
tt13326736,nm0393201,Nguyet Anh
tt13326736,nm3740724,Quang
tt13326742,nm3437966,Aman
tt13326742,nm7022523,Bella
tt13326742,nm2387707,Toompang Broker
tt13326742,nm6204707,Politician
tt13327144,nm0241871,Mr. Rutherford|Uncle Ted|James Chamberlain
tt13327144,nm3534713,Dr. Halifax
tt13327144,nm12003587,Gabe
tt13327144,nm6226914,The Innkeeper
tt13327258,nm4451586,BenDeLaCreme
tt13327258,nm4451790,Jinkx Monsoon
tt13327258,nm11039307,Naked Guy
tt13327258,nm0581066,Nanog
tt13328460,nm0868039,Barkeeper
tt13328460,nm0374682,Doctor
tt13328460,nm0840994,Social worker
tt13328460,nm0802406,Doctor's wife
tt13328840,nm5138751,Brix Rivero
tt13328840,nm4212988,Cathy Duvera
tt13328840,nm0025886,Agnes
tt13328840,nm1708816,Young Agnes
tt13329082,nm2475907,Uno
tt13329082,nm4288541,Aimee
tt13329082,nm3078926,Ernest
tt13329082,nm3004735,Tina
tt13329270,nm6867228,Bump of chicken
tt13329270,nm6867231,Bump of chicken
tt13329270,nm6867229,Bump of chicken
tt13329270,nm6867230,Bump of chicken
tt13329328,nm1833620,Narrator
tt13329384,nm2070552,Amaia
tt13329384,nm3274210,Maialen
tt13329384,nm12525913,Irati
tt13329384,nm3891436,Garazi
tt13329626,nm0147022,Self
tt13330846,nm12018043,Aron
tt13330846,nm12005538,Dihesh
tt13330846,nm9638687,Raadhika
tt13332634,nm12008303,Jonge Opa
tt13332634,nm6510039,Kleinzoon
tt13332634,nm12006139,Opa
tt13332644,nm0166452,Self
tt13332834,nm9237086,Gamer 1
tt13332834,nm5877226,Gamer 2
tt13332834,nm2171308,Narrator
tt13332890,nm3945531,Mitsuko
tt13332890,nm2402220,Tada kun
tt13332890,nm1907973,Nozomi san
tt13332890,nm10310104,Carter
tt13333164,nm8636043,Shawn Davis
tt13333164,nm5769616,Alicia Woods
tt13333164,nm8779713,Dexter Strong
tt13333164,nm7064797,Harold Warren
tt13333616,nm3884564,Evan
tt13333616,nm12006853,Will
tt13333616,nm12006854,Creature
tt13333616,nm12006855,Truman Wright
tt13333616,nm3011950,Rich
tt13333998,nm2131960,Ademar
tt13333998,nm1775843,Joana
tt13333998,nm3396321,Valadares
tt13333998,nm0815154,Meirelles
tt13334052,nm5136031,Stela
tt13334052,nm0733784,ator de Teatro
tt13334052,nm8751722,ator de Teatro
tt13334052,nm4495992,ator de Teatro
tt13334054,nm3237258,Psicóloga
tt13334054,nm12007188,Soldado Zebedeu
tt13334054,nm12007186,Sargento Castro
tt13334054,nm0162502,Cabo Mira
tt13334114,nm0069683,Frederica
tt13334114,nm0510679,Lenny
tt13334114,nm0998846,Constantin
tt13334114,nm3554943,João
tt13334436,nm12007519,Narrator
tt13334832,nm13364301,Min-joo
tt13334832,nm9935674,Na-yeong
tt13334832,nm13389811,Jeong-woo
tt13334932,nm4149070,Siddhu
tt13334932,nm6682161,Vinitha Venugopal
tt13334932,nm0080238,Police Officer
tt13334932,nm3544047,Meghana
tt13335618,nm3374672,Shibu
tt13335664,nm5846719,Orion
tt13335664,nm4952100,Benny
tt13335664,nm1687633,Sonny
tt13335664,nm5846723,Bev
tt13336436,nm1723136,Mystery Woman
tt13336436,nm12008412,Faceless Lodger
tt13336436,nm12008413,Female Lodger
tt13336468,nm12009867,Sahasra
tt13336468,nm12009859,Vijay Ramakrishna
tt14099462,nm12925992,Funmi
tt14099462,nm12925985,Paramedic
tt14099462,nm3443150,Prisca
tt14099462,nm2691002,Mrs. Benson's Friend
tt14103950,nm12342752,Lupe
tt14103950,nm1147747,Diana
tt14103950,nm2268789,Marcello
tt14103950,nm0726764,l'Avvocato
tt14103950,nm0439307,'Apolide
tt14103950,nm12342750,Orlando
tt14103950,nm12342751,Perla
tt14108976,nm3904662,Kumaran Asan
tt14109302,nm2693836,Choir
tt14109948,nm12345246,Dr. Percivus Mercivus
tt14109948,nm12345242,Dr. Alice Janikowski
tt14109948,nm6332680,Detective Ford
tt14109948,nm4394944,No Pineapple Guy
tt14109948,nm9274316,Corona
tt14109948,nm12345243,Andy
tt14109948,nm0536912,Tommy Hollywood
tt14109948,nm3296451,Detective Santiago
tt14109948,nm9018827,News Anchor
tt14109980,nm12345301,Shorty
tt14109980,nm12345298,Angry Man in Barbershop
tt14109980,nm12345294,Dogg
tt14109980,nm12345297,Lil Man in Barbershop
tt14109980,nm12345300,Calvin From the barbershop
tt14109980,nm12345287,Daryl Johnson
tt14109980,nm12345296,College Girl 1
tt14109980,nm12345293,Shelia
tt14109980,nm12345289,Belinda
tt14110868,nm5900548,Heather
tt14110868,nm3762714,Linnea
tt14110868,nm15020910,Dr. Howard
tt14110868,nm11061551,Marion
tt14110868,nm0002492,Dan
tt14110868,nm15020851,Andrew
tt14110868,nm1317993,Freestyle Phil
tt14110868,nm15020865,Jimmy
tt14111852,nm9391879,Artist
tt14111852,nm7250992,Nick
tt14111852,nm5445966,Brother 1
tt14111852,nm7612376,Brother 2
tt14116908,nm8347434,Alondra
tt14116908,nm7979225,Alana|V
tt14116908,nm5916690,Marilyn Metzger
tt14116908,nm10737618,Alyssa
tt14117920,nm9405423,Ivan Sergeyevich
tt14117920,nm9405424,Mother
tt14117920,nm12350378,Policeman
tt14117920,nm11200819,Librarian
tt10006160,nm5236473,Penelope
tt10006160,nm2549642,Dimitris
tt10006160,nm0885091,Mother
tt10006160,nm7952118,Father|Tassos
tt10011228,nm3580372,Ève
tt10011228,nm3581007,The Guy
tt10011228,nm0639473,The Accomplice
tt10011228,nm3859747,Jeremy (15 Years)
tt10016640,nm11653924,Dancer
tt10019108,nm0034390,Luc Germon
tt10019108,nm0115730,Gilles Fontaine
tt10019108,nm0001393,Nancy Fontaine
tt10019108,nm5524273,Jérémie
tt10021582,nm0001614,Wanda Pearson
tt10021582,nm0000929,Matthias Leary
tt10021582,nm0002139,Carl Turner
tt10021582,nm0233277,Robert Huntar
tt10022726,nm11956056,Thelma Olayiwola
tt10022726,nm5964365,Tobi Olayiwola
tt10022726,nm14149208,Akpan
tt10022726,nm14149212,Salon Girl 3
tt10022990,nm1883318,Manimaran
tt10022990,nm1963406,Ashok Mithran
tt10022990,nm10575998,Vasuki
tt10022990,nm7485304,Malli
tt10023024,nm4449711,Veer and Raghu
tt10023024,nm9071083,Zoe
tt10023024,nm0393535,Raghvendra Raj
tt10023024,nm11571800,Chef
tt10023150,nm0512071,Pierre Pastié
tt10023150,nm12571544,Adrien jeune
tt10023150,nm0033389,Olivia Pastié
tt10023150,nm4936279,Yung
tt10023172,nm3270435,Hélène
tt10023172,nm4431536,Alexandre
tt10023172,nm8722462,Paul
tt10023172,nm0239764,Anita
tt10027720,nm10262493,Ada
tt10027720,nm7204936,Marissa
tt10027720,nm3517687,Ozzie
tt10027720,nm5450986,Arthur
tt10030150,nm4927337,(segment The Ties That Bind)
tt10030150,nm1330023,"John (segment ""Harvest"")"
tt10030150,nm0272232,"Woman on dating site (segment ""Harvest"")"
tt10030150,nm6417570,"Nadja (segment ""Harvest"")"
tt10032266,nm3506064,Asia
tt10032266,nm6024635,Vika
tt10032266,nm9575907,Gabi
tt10032266,nm1495361,Stas
tt10039354,nm8030777,Lasse
tt10039354,nm9828338,Maja
tt10039354,nm11066550,Klara
tt10039354,nm3160438,Ferdinand Fransson
tt10039524,nm2057859,Hana
tt10039524,nm0484678,Carl
tt10039524,nm4012517,Dunia
tt10039524,nm0757433,Sultan
tt10039642,nm10193299,Jacqui Coggins
tt10039642,nm5420078,Bill Moore
tt10039642,nm3950713,Norman Foskey
tt10039642,nm11011497,Timothy Coggins
tt10529644,nm2465485,Jessup Cross
tt10529644,nm0750310,Mitchell White
tt10529644,nm6718680,Lilly Waltman
tt10529644,nm7790000,The Indian
tt10530090,nm0698489,Brandon
tt10530090,nm8191947,Kionna
tt10530090,nm7585473,Zave
tt10530090,nm11913876,Jay
tt10530090,nm11643294,Tyreek
tt10530090,nm5927778,Nesha
tt10530090,nm11818664,Leon
tt10530176,nm3403833,Junk collector
tt10530176,nm2339975,Seo-yeon
tt10530176,nm9311474,Young-sook
tt10530176,nm1118621,Seo-yeon's mother
tt10530176,nm5077687,Young-sook's mother
tt10530176,nm1041146,Seo-yeon's father
tt10530462,nm5572937,Lia
tt10530462,nm2765770,Arya
tt10530462,nm9659203,Neyna
tt10530462,nm10787442,Gladys
tt10531964,nm5321228,Michael Ryder
tt10531964,nm9797563,Frank Sebastian
tt10531964,nm6335552,Lawrence Benson
tt10531964,nm10787871,Finn Cohen
tt10532482,nm9499756,Razor
tt10532482,nm10010693,Detective Marcus Wright
tt10532482,nm8400008,Rapid
tt10532482,nm10593530,Danny Two Times
tt10532482,nm11062014,Pornie
tt10532482,nm10429945,Puffa
tt10532896,nm10249645,Dorka
tt10533976,nm11090068,Gargoyle
tt10533976,nm0001343,Union Worker
tt10533976,nm12236425,Spider
tt10533976,nm8943299,Pink Axlotl
tt10533976,nm8950714,Bobby
tt10533976,nm12236429,Irene
tt10533976,nm12236426,Goblin
tt10533976,nm9357096,Sam|Becky
tt10534030,nm2953809,Rose
tt10534030,nm9204624,Ally
tt10534030,nm3514372,Claire
tt10534030,nm8711687,Gene
tt10534996,nm0530365,Josep Bartoli
tt10534996,nm1906563,Martin|L'homme du consulat
tt10534996,nm2175329,Helios
tt10534996,nm4698449,Valentin
tt10536144,nm10790186,Colleague
tt10536144,nm0667942,Mildred
tt10536144,nm8831993,Silvana
tt10536144,nm6221922,William
tt10539608,nm0000123,Augustine
tt10539608,nm0428065,Sully
tt10539608,nm0654648,Adewole
tt10539608,nm11032545,Iris
tt10540242,nm3695624,Leo
tt10540242,nm0036651,Grandma
tt10540242,nm1269723,Steve
tt10540242,nm0547800,Frankie
tt10540594,nm1620433,June
tt10540594,nm2648766,ER Doctor Versace
tt10540594,nm2266388,Sarah Roberts
tt10540594,nm6755509,Dottie
tt10542186,nm1650008,Hoofdinspecteur Talsma
